cycle,px_hex,py_hex,v_hex,theta_hex,omega_hex,a_hex,z_hex,vz_hex,az_hex,p11_hex,p22_hex,p33_hex,p44_hex,p55_hex,p66_hex,p77_hex,p88_hex,p99_hex
392,FFFA7C99A5B9,FFF24E537111,00001ED3A6DB,FFFFFDFDBDD0,00000A0BD9B6,FFFFFB3FF2EF,FFFFF6CB2DEF,FFFFFF7EFB96,000000008FD4,00000121A736,000001288452,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
393,FFFA73B0471C,FFF249662F17,00001EBE0BDC,FFFFFE094C45,00000A168DFD,FFFFFB3F076B,FFFFF6DCAB3B,FFFFFF7F4A6B,0000000090F6,00000121A805,000001289771,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
394,FFFA6A4049A5,FFF244635BFD,00001EAA0074,FFFFFE10F259,00000A21CAE0,FFFFFB3E419E,FFFFF6F02C51,FFFFFF7FA0DF,00000000922E,00000121A908,00000128BED9,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
395,FFFA5F91768E,FFF23F349144,00001E964E62,FFFFFE11DD10,00000A2E5F2B,FFFFFB3D8AC9,FFFFF6E6C280,FFFFFF7F8A8F,000000009271,00000121AA37,00000128D773,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
396,FFFA540315AE,FFF23944D2E5,00001E84227C,FFFFFE0F8749,00000A3BF805,FFFFFB3CB989,FFFFF6EE3F79,FFFFFF7FB3F6,00000000934B,00000121AA7A,00000128D663,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
397,FFFA49777E74,FFF2332FF45B,00001E72ED6B,FFFFFE1367B5,00000A48732C,FFFFFB3BDC8D,FFFFF7A1FD7A,FFFFFF826531,000000009AB8,00000121AA08,00000128C7A0,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
398,FFFA3DDF24AA,FFF22E583883,00001E5DC187,FFFFFE1006BB,00000A55EA93,FFFFFB3B39CE,FFFFF7B7F7BD,FFFFFF82C4F8,000000009C12,00000121A9D9,00000128CACD,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
399,FFFA31ECAC26,FFF227AAA785,00001E4D1DF6,FFFFFE0E2100,00000A63F30A,FFFFFB3A48EF,FFFFF776F35C,FFFFFF81DD98,000000009A3F,00000121A992,00000128B89D,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
400,FFFA243B27D5,FFF220CE1FC2,00001E3B1F94,FFFFFE040FBE,00000A73E877,FFFFFB39499E,FFFFF7A94827,FFFFFF82A831,000000009CF3,00000121A8D3,00000128A942,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
401,FFFA16D31B3B,FFF2196F836D,00001E2888BE,FFFFFDFEB434,00000A83A3C4,FFFFFB3803B4,FFFFF76A429E,FFFFFF81C86F,000000009B5E,00000121A7C5,000001287D7A,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
402,FFFA09737EC0,FFF212D23B72,00001E12D28E,FFFFFDF9A1FE,00000A9334DD,FFFFFB36CD80,FFFFF7CD6FEB,FFFFFF834ABE,000000009FE3,00000121A63D,000001285B6D,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
403,FFF9FBE54C8F,FFF20BC9E791,00001DFD17C3,FFFFFDF5BCA6,00000AA30155,FFFFFB356ED7,FFFFF7C2A4E7,FFFFFF832F71,00000000A025,00000121A512,000001283A38,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
404,FFF9EE063F4C,FFF205F2B7A0,00001DE28A5C,FFFFFDEF7C0F,00000AB2E2E8,FFFFFB343B16,FFFFF78FC4CC,FFFFFF827D53,000000009EDC,00000121A405,000001281D4C,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
405,FFF9E09B588E,FFF1FF6D93B0,00001DC948B9,FFFFFDEE69DC,00000AC25A8B,FFFFFB32CE03,FFFFF7A24A7B,FFFFFF82D04E,00000000A04E,00000121A2B2,00000127F4C3,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
406,FFF9D28101C4,FFF1F814BF44,00001DB1A3A5,FFFFFDEBEDA3,00000AD2A9A8,FFFFFB3135E3,FFFFF6F30EBA,FFFFFF804A8E,000000009A6C,00000121A195,00000127E10D,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
407,FFF9C4E807C8,FFF1F209C378,00001D961B9B,FFFFFDEAA8C4,00000AE2209F,FFFFFB2FDA2D,FFFFF6AC243B,FFFFFF7F4D31,000000009880,00000121A0E1,00000127CAFA,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
408,FFF9B7649BF0,FFF1EB1FBB4F,00001D7D3057,FFFFFDEC0DFA,00000AF1A2EA,FFFFFB2E4EA2,FFFFF6789DC2,FFFFFF7E98D6,00000000973B,00000121A01E,00000127B8A3,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
409,FFF9A9FA02D3,FFF1E3A9C613,00001D667F9E,FFFFFDEEF8DB,00000B011EA2,FFFFFB2CB184,FFFFF6D34BD4,FFFFFF7FFB64,000000009B54,000001219FB8,00000127B386,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
410,FFF99C8C6CF3,FFF1DB868933,00001D528FAB,FFFFFDF2C749,00000B10B502,FFFFFB2B0417,FFFFF7A0368F,FFFFFF830BA3,00000000A3D8,000001219FC2,00000127B7ED,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
411,FFF98E5E96BE,FFF1D5B88CE7,00001D37480C,FFFFFDEEB595,00000B209688,FFFFFB29D8C7,FFFFF85146CE,FFFFFF85B2F6,00000000AB3F,00000121A010,00000127C1DB,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
412,FFF9803F2A8D,FFF1CE014CC2,00001D20BC01,FFFFFDEFC7E4,00000B30B5EF,FFFFFB283BFC,FFFFF82F1D97,FFFFFF853FDE,00000000AAC6,000001219FAE,00000127A93E,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
413,FFF973514A84,FFF1C678A348,00001D0BD78E,FFFFFDF631C2,00000B3F8AE2,FFFFFB26B9C5,FFFFF80C99BB,FFFFFF84CB6C,00000000AA3A,000001219F0D,00000127A22A,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
414,FFF965C72AB4,FFF1C031225A,00001CF3C7B3,FFFFFDF6B4B9,00000B4EB9D8,FFFFFB258FF9,FFFFF721B6E2,FFFFFF81654C,00000000A229,000001219F51,00000127B3AE,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
415,FFF957CF3AAB,FFF1BA304EE8,00001CDA265A,FFFFFDF55E6D,00000B5E3F03,FFFFFB24703B,FFFFF6FFF762,FFFFFF80F3CB,00000000A1A5,000001219F8E,00000127B02C,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
416,FFF94ACC28D8,FFF1B3619FF4,00001CC3FB27,FFFFFDFA9BC5,00000B6CE222,FFFFFB232C83,FFFFF6D3BD17,FFFFFF805AED,00000000A0A1,000001219F18,00000127A196,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
417,FFF93CE94FD4,FFF1AC1D044D,00001CAF9552,FFFFFDFB9695,00000B7C7161,FFFFFB21F07E,FFFFF6C6E768,FFFFFF803831,00000000A0F0,000001219EF8,00000127AB26,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
418,FFF92D1485B1,FFF1A3C59916,00001C9C314F,FFFFFDF54C0B,00000B8E1FFC,FFFFFB20864A,FFFFF6E86757,FFFFFF80C3DD,00000000A2FA,000001219F21,00000127A936,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
419,FFF91B3ADE44,FFF19AE20D50,00001C86040A,FFFFFDE87AF6,00000BA1EDDF,FFFFFB1EDB1E,FFFFF6E18D9B,FFFFFF80B7DB,00000000A394,000001219E76,000001278B74,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
420,FFF9093A1C44,FFF19189DA71,00001C6D2AC8,FFFFFDDFF087,00000BB5EBEA,FFFFFB1CD12E,FFFFF651AA6B,FFFFFF7EA87A,000000009F11,000001219CAC,000001274CCB,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
421,FFF8F5CEB2C0,FFF1879149D6,00001C51E883,FFFFFDD4D62F,00000BCB5E3D,FFFFFB1A78C8,FFFFF6F1DFE4,FFFFFF81111F,00000000A62C,000001219A8A,000001271689,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
422,FFF8E0AA3CA2,FFF17D41C0AE,00001C31190D,FFFFFDC71D41,00000BE26961,FFFFFB17C3AD,FFFFF6AFFC63,FFFFFF802761,00000000A4DB,000001219860,00000126D37A,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
423,FFF8CB986A90,FFF172C0E4B7,00001C0C6C33,FFFFFDBFC8AE,00000BF9300D,FFFFFB14B194,FFFFF6FF4167,FFFFFF815F93,00000000A8DC,00000121958F,000001267D43,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
424,FFF8B60114D2,FFF167EAD220,00001BE5C9E0,FFFFFDB9FCF4,00000C105D64,FFFFFB1165FA,FFFFF7DBA04A,FFFFFF84AA70,00000000B256,0000012192FD,0000012640E0,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
425,FFF8A074D9BB,FFF15D51CD22,00001BBCB0FE,FFFFFDB6B739,00000C273966,FFFFFB0E0EC6,FFFFF753BEB9,FFFFFF82B95C,00000000AE6B,000001219120,000001260FD5,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
426,FFF889D3CA22,FFF15222A34F,00001B922221,FFFFFDB2528A,00000C3F12AB,FFFFFB0A7C77,FFFFF6680A8B,FFFFFF7F50EF,00000000A706,000001218FA7,00000125ECFB,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
427,FFF873F321E5,FFF147BF2168,00001B655B4E,FFFFFDB194DA,00000C55C6E3,FFFFFB07130C,FFFFF6A0FE6B,FFFFFF803552,00000000AA5A,000001218E5D,00000125C693,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
428,FFF85E3AAEA7,FFF13CF5A86B,00001B3A1D00,FFFFFDB3485E,00000C6C5C30,FFFFFB039360,FFFFF745C31D,FFFFFF82AF5B,00000000B1D4,000001218D4D,00000125B1E7,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
429,FFF84A2A5EE5,FFF133ABCC86,00001B0EDA45,FFFFFDB7E2CC,00000C80ED12,FFFFFB009C40,FFFFF7FFC34C,FFFFFF857938,00000000BA01,000001218CEA,00000125ACFC,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
430,FFF838621E93,FFF12BD55634,00001AE5B5AA,FFFFFDC13462,00000C930500,FFFFFAFE35A3,FFFFF7514F66,FFFFFF82F6CF,00000000B465,000001218D0A,00000125B862,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
431,FFF8278889BB,FFF124DAEC5B,00001ABE9D6A,FFFFFDCA443C,00000CA41594,FFFFFAFC3B3A,FFFFF782E009,FFFFFF83BF18,00000000B745,000001218DE7,00000125DC10,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
432,FFF8183AE5EE,FFF11DC20E13,00001A9CF41D,FFFFFDD877FA,00000CB3D0B9,FFFFFAFA66B4,FFFFF74B0A37,FFFFFF82FADF,00000000B602,000001218F34,000001260030,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
433,FFF809A00EEF,FFF115CD41C2,00001A82B5AF,FFFFFDE86219,00000CC323CD,FFFFFAF8A87F,FFFFF74A062E,FFFFFF8304E6,00000000B6A7,0000012190C5,0000012637F9,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
434,FFF7FB6343C1,FFF10E8098C1,00001A6AAA5A,FFFFFDF5EA74,00000CD1EDF3,FFFFFAF7517D,FFFFF84919CE,FFFFFF86D223,00000000C0F0,0000012192D9,000001267514,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
435,FFF7EE334FA0,FFF1090FE7CA,00001A50E4DF,FFFFFE039598,00000CDF5798,FFFFFAF677FF,FFFFF770676C,FFFFFF83B0A5,00000000B982,0000012194A3,00000126A3C6,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
436,FFF7E37585AD,FFF103A9CF37,00001A3C4AA2,FFFFFE1AAC2B,00000CEA569D,FFFFFAF5D157,FFFFF78D1B64,FFFFFF842A34,00000000BB34,000001219601,00000126C97D,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
437,FFF7D89C8CB0,FFF0FF562619,00001A284641,FFFFFE2E0E9D,00000CF52BF7,FFFFFAF58685,FFFFF7B7FC0D,FFFFFF84D90A,00000000BD4E,000001219778,00000126FB0A,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
438,FFF7C23B89FA,FFF0FAF24E04,00001A7D372C,FFFFFE6D11E8,00000E5B5372,FFFFFAFE2EA0,FFFFF81149EC,FFFFFF86365C,00000000C124,0000019B2B9D,00000125D074,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
439,FFF7B979EE03,FFF0F6BE6E13,00001A9DAB4B,FFFFFEA9D58D,00000E0204B0,FFFFFB042382,FFFFF7F3C6CA,FFFFFF85D49A,00000000C061,00000160A3AB,00000125CE5A,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
440,FFF7B55EBF9E,FFF0F3A5A9A9,00001A812C1D,FFFFFEDC7BA3,00000E096B47,FFFFFB057854,FFFFF7F917E2,FFFFFF85F5CA,00000000C0D8,0000012B4BA8,000001267957,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
441,FFF7B02E3456,FFF0F023E764,00001A67D678,FFFFFF07C264,00000E013A5B,FFFFFB07EA9B,FFFFF7C08D41,FFFFFF852E61,00000000BF0D,000001245E97,00000125AC7D,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
442,FFF7A94194B8,FFF0ED27CBB7,00001A43A96B,FFFFFF2F27CB,00000DFC6B7C,FFFFFB0A792A,FFFFF7DE44BE,FFFFFF85AB72,00000000C097,000001243100,00000124B088,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
443,FFF7A2A40915,FFF0EA6CC4A2,00001A1CE3AD,FFFFFF5AA02C,00000DF747A3,FFFFFB0C7C0E,FFFFF7BD65FE,FFFFFF853D19,00000000BFB8,00000124ED29,00000123BB33,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
444,FFF79B02F054,FFF0E6D3C826,000019F0EE02,FFFFFF83DF13,00000DF1D696,FFFFFB0E23DA,FFFFF8065936,FFFFFF865CD1,00000000C2DF,00000125C74C,00000122C76B,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
445,FFF793E9DA0B,FFF0E40BB787,000019C286A8,FFFFFFB5A2BB,00000DEDF45E,FFFFFB0F159F,FFFFF7DE1365,FFFFFF85D28B,00000000C1B1,000001266F6C,000001220562,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
446,FFF78C7EA9CC,FFF0E0DB26EA,0000198F2FC3,0000006D200B,00000DEAB0CD,FFFFFB0F4A2D,FFFFF80E226E,FFFFFF86949D,00000000C3C2,0000012523C9,00000121732E,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
447,FFF783CD5348,FFF0DD70D9A1,00001951293D,0000006F540A,00000DED36A2,FFFFFB0BABA0,FFFFF80FA54E,FFFFFF86A7A8,00000000C440,00000121A191,00000122B9F4,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
448,FFF77A35C1AB,FFF0D96BCF16,000019103DB0,00000097174A,00000DEE76B3,FFFFFB087F3B,FFFFF8855A18,FFFFFF886FE6,00000000C928,000001218D53,00000122F3A6,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
449,FFF76F99F320,FFF0D5828F68,000018CE98C0,000000AF0F01,00000DF21113,FFFFFB03FF1F,FFFFF86DB502,FFFFFF88244F,00000000C8B3,00000121759F,00000123A7CA,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
450,FFF763DF839B,FFF0D0622FA4,000018889915,000000C190EB,00000DF6130D,FFFFFAFEC5FF,FFFFF7CAF9AD,FFFFFF85CDB2,00000000C324,000001217D3E,00000124286B,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
451,FFF75771BA52,FFF0CABFF5DF,000018412480,000000CFAE3A,00000DFAD0A4,FFFFFAF8F398,FFFFF88726CC,FFFFFF889F35,00000000CACE,000001217F83,000001248064,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
452,FFF74980571C,FFF0C5390C42,000017F81340,000000D9205C,00000E00E40D,FFFFFAF2449F,FFFFF8428A4F,FFFFFF87AAA3,00000000C8DF,0000012181F8,00000124B9B3,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
453,FFF73BD69B1A,FFF0BFB7C8D9,000017B0AD84,000000E40EC3,00000E06FDC3,FFFFFAEB9A3A,FFFFF8398CFF,FFFFFF87966C,00000000C927,00000121834C,00000124D73A,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
454,FFF72D708947,FFF0B9E14011,000017684C3F,000000EC301C,00000E0DB1DA,FFFFFAE46FDC,FFFFF844BC98,FFFFFF87CE1C,00000000CA39,00000121841E,00000124F31F,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
455,FFF71EDA7FF3,FFF0B405A75A,000017208040,000000F45624,00000E149F80,FFFFFADD1A2C,FFFFF90D985C,FFFFFF8ACF6A,00000000D29B,0000012184C7,0000012501B5,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
456,FFF7107DCE6A,FFF0ADDF993E,000016D954E5,000000FD9398,00000E1B773A,FFFFFAD5C845,FFFFF854F75C,FFFFFF8826A0,00000000CC7A,000001218514,000001250C0F,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
457,FFF701AD3466,FFF0A7D7C616,000016932993,000001063280,00000E22C89A,FFFFFACE2748,FFFFF9D1D9B4,FFFFFF8DCD01,00000000DBA0,000001218559,0000012516CC,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
458,FFF6F2E26A8A,FFF0A19A92D6,0000164DA384,0000010F8A2A,00000E2A283D,FFFFFAC67614,FFFFFA0B0818,FFFFFF8EB1C7,00000000DE9B,000001218595,000001251D86,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
459,FFF6E3BD40FA,FFF09CE11D44,0000160E131B,0000011A6781,00000E323E7F,FFFFFABE9288,FFFFF9E0A2CB,FFFFFF8E1FF0,00000000DDD3,0000012185A8,0000012522D4,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
460,FFF6D5C394C7,FFF096D1D9F0,000015CD722C,0000012901EA,00000E3979A2,FFFFFAB72A42,FFFFF9A661E7,FFFFFF8D5281,00000000DC6E,0000012185D1,000001252A22,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
461,FFF6C22E50D7,FFF090425F67,00001594A469,FFFFFB9FCA89,00000E40436C,FFFFFAB07783,FFFFF99B2FB7,FFFFFF8D356F,00000000DC2F,00000135D079,00000124F0A2,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
462,FFF6B32D57DB,FFF08B49848D,000015853DEE,FFFFFD0B7D5E,00000E498690,FFFFFAAA447A,FFFFF9A45EB4,FFFFFF8D65DF,00000000DD7D,000001275ED1,000001247CF6,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
463,FFF6A5E40A7E,FFF086BCF295,00001534431E,FFFFFD1A8B42,00000E4F86DE,FFFFFAA84C8C,FFFFF9B04414,FFFFFF8DA026,00000000DE79,000001221801,000001223946,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
464,FFF697EDDC91,FFF081749FAD,000014F133DC,FFFFFD6ACF03,00000E57218E,FFFFFAA54FED,FFFFF9AA230C,FFFFFF8D96D4,00000000DF0A,000001218EC0,00000121E977,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
465,FFF6898569C7,FFF07CA76CC5,000014B89A4F,FFFFFD96B3C2,00000E613773,FFFFFAA35F6F,FFFFF975AFC4,FFFFFF8CDF3C,00000000DDCB,000001216EE7,00000122C6A2,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
466,FFF67B253FE3,FFF076E985C7,0000148A8B12,FFFFFDC24276,00000E6BFA5C,FFFFFAA17E04,FFFFF934322C,FFFFFF8BF6B1,00000000DC26,0000012176C0,000001236D01,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
467,FFF66C8A32AA,FFF071A91A73,0000146437CF,FFFFFDE4622D,00000E773A6C,FFFFFAA03CDD,FFFFF90928CA,FFFFFF8B629F,00000000DB4C,000001217A32,00000123FC09,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
468,FFF65D468493,FFF06BF6619A,00001445A3D0,FFFFFE0130D3,00000E831369,FFFFFA9F4677,FFFFF8E42D9E,FFFFFF8AE564,00000000DA90,000001217E36,000001245A61,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
469,FFF64E0B1AEC,FFF0678B67AD,00001429608E,FFFFFE1A0491,00000E8EBAD4,FFFFFA9EC79C,FFFFF941F2AC,FFFFFF8C53EC,00000000DEA4,000001218079,000001249501,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
470,FFF63C86C708,FFF061A8D165,000014195A9E,FFFFFE4F2213,0000133228FC,FFFFFA9E754B,FFFFF946791B,FFFFFF8C72B9,00000000DF51,0000012CFD50,00000124B8A3,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
471,FFF62829F1FC,FFF05B455A82,000015201B35,FFFFFE77A77E,000011532F29,FFFFFAA8E259,FFFFF7FD2E3E,FFFFFF87AA3E,00000000D3D1,0000013612EB,00000124756D,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
472,FFF61AE0E4ED,FFF05692E67D,000014E00F99,FFFFFEA06CAF,0000118F981C,FFFFFAADB6DA,FFFFF871D0A6,FFFFFF896EA9,00000000D8C1,000001248723,00000124E8CE,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
473,FFF60E883703,FFF051FCA379,000014C97AA5,FFFFFECA204A,00001179DC29,FFFFFAB2A2F7,FFFFF8859D42,FFFFFF89C6D5,00000000DA0C,0000012242C6,000001249C3E,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
474,FFF601569DD0,FFF04D44A11E,000014A0F772,FFFFFEF25811,00001173EFF0,FFFFFAB7486A,FFFFF86F4F01,FFFFFF8980A8,00000000D9E8,0000012258F8,000001242347,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
475,FFF5F2A80E25,FFF048C4400E,0000146F5436,FFFFFF199F84,0000116A7B82,FFFFFABBC1BD,FFFFF82A4F5D,FFFFFF888AE7,00000000D7F2,00000122D3AE,0000012391AF,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
476,FFF5E40080E9,FFF0445E71BB,00001435F6E6,FFFFFF45C6E7,00001162B668,FFFFFABF70CA,FFFFF8758591,FFFFFF89B392,00000000DB58,0000012359E1,00000122FADF,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
477,FFF5D4F1D682,FFF03FE0ABB2,000013F43A1E,FFFFFF7753D7,0000115BCD12,FFFFFAC23514,FFFFF880B48C,FFFFFF89EB74,00000000DC63,00000123E24E,000001225E77,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
478,FFF5C6C2C95B,FFF03BBB034C,000013ADD72F,FFFFFFB39A11,00001156DE41,FFFFFAC3AACB,FFFFF7D43BD9,FFFFFF877078,00000000D673,000001245768,00000121CFBB,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
479,FFF5B79F15C9,FFF037D04BB4,0000135C7D7C,000000E8965B,00001154253A,FFFFFAC3AA09,FFFFF7BE9027,FFFFFF872CC0,00000000D62B,000001237AB7,0000012168D5,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
480,FFF5A85B6B9E,FFF03292B4B5,0000131724CC,000000D3D0F7,0000115D3129,FFFFFABC11D7,FFFFF71CB0DE,FFFFFF84D9EF,00000000D0C0,0000012157EB,000001238812,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
481,FFF598B7BED9,FFF02D5B7C32,000012CA9B51,000001033C93,00001162FB95,FFFFFAB63422,FFFFF67248B8,FFFFFF8266FF,00000000CAF5,00000121897C,000001239FC7,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
482,FFF588DCA181,FFF028F60C6B,0000128BACBD,00000123CCD3,0000116B0A75,FFFFFAAF51B2,FFFFF6292507,FFFFFF816226,00000000C8E2,0000012176C2,00000123F444,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
483,FFF5775DBAE8,FFF0251F733D,00001259AA84,FFFFFD0127CE,0000117258BC,FFFFFAA9565B,FFFFF6516C57,FFFFFF820763,00000000CADE,0000012B8DCC,0000012400AF,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
484,FFF568630B66,FFF0205B3875,00001209CD0F,FFFFFE263395,000011781026,FFFFFAA7D56B,FFFFF640E495,FFFFFF81D73F,00000000CAE0,0000012299D5,00000121F27D,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
485,FFF553EFA51F,FFF01BC3F814,0000133D9DE3,FFFFFE2962BB,0000102844D3,FFFFFAB1C293,FFFFF5DAFCC1,FFFFFF80665F,00000000C7E1,00000134C813,000001237C96,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
486,FFF53F17CB92,FFF0177B3E14,000014005F88,FFFFFE6FBA33,000012F5004E,FFFFFAB92C8D,FFFFF57ACF0E,FFFFFF7F0B14,00000000C501,0000014995B5,00000123DDF6,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
487,FFF5328BFB98,FFF0139E71D3,000013CD2DD1,FFFFFEA05985,000012925854,FFFFFABD236A,FFFFF4F75DC7,FFFFFF7D2AAD,00000000C08D,0000012769AA,000001248421,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
488,FFF526C6DC60,FFF01081710E,000013AFEA27,FFFFFED7E463,0000129CD535,FFFFFAC1786D,FFFFF405AC69,FFFFFF79AB9F,00000000B7F2,00000122A5ED,00000124427B,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
489,FFF519621589,FFF00DBAB0F3,0000137EA23A,FFFFFF0C66FD,0000129147FA,FFFFFAC588B7,FFFFF39BCF07,FFFFFF782B98,00000000B49B,000001227EF1,00000123AE6F,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
490,FFF50ACB5F4C,FFF009F63559,00001345C3A4,FFFFFF417126,0000128AC324,FFFFFAC91C26,FFFFF3479145,FFFFFF76FD00,00000000B206,000001230704,00000122FE9D,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
491,FFF4FC42F839,FFF0064C5CDD,0000130415A5,FFFFFF7DFD2A,00001284A1FA,FFFFFACB9471,FFFFF2DACF19,FFFFFF757240,00000000AE81,000001239ECD,0000012250F4,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
