cycle,px_hex,py_hex,v_hex,theta_hex,omega_hex,a_hex,z_hex,vz_hex,az_hex,p11_hex,p22_hex,p33_hex,p44_hex,p55_hex,p66_hex,p77_hex,p88_hex,p99_hex
190,00006ECFDCD0,FFFB0834C339,00001106CACF,FFFFFE2BC39A,FFFFFF5552D8,000004BCA6A2,FFFFF8DCED46,FFFFFF7D5E63,000000000341,00000121E95D,00000124545E,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
191,00006E1B162F,FFFAFD510288,00001142C61C,FFFFFE2C97BA,FFFFFF4D0236,000004DA31A8,FFFFF88A0D14,FFFFFF7C310F,0000000000AA,00000121E55A,0000012463AE,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
192,00006CFAE38A,FFFAF225056C,0000117FEAD9,FFFFFE2BEF99,FFFFFF449181,000004F6D1AF,FFFFF8CA2E90,FFFFFF7D2CBD,0000000003BB,00000121E157,000001247139,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
193,00006B473B08,FFFAE6812DFA,000011BE9850,FFFFFE298ECF,FFFFFF3BA964,00000513C576,FFFFF821430E,FFFFFF7ABBDA,FFFFFFFFFDF8,00000121DD49,000001248080,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
194,00006A371776,FFFADB7FBF36,000011FC0CF1,FFFFFE291BAC,FFFFFF32359E,0000052ED226,FFFFF83D7378,FFFFFF7B3060,FFFFFFFFFFAE,00000121D9C3,0000012492BB,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
195,0000692620BF,FFFACF101284,0000123ED593,FFFFFE299819,FFFFFF271485,0000054C1690,FFFFF8F70D18,FFFFFF7DF50F,000000000740,00000121D5D2,00000124A269,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
196,00006784C9C6,FFFAC2ACDC85,000012817601,FFFFFE27CD04,FFFFFF1C141A,0000056789E4,FFFFF85DE515,FFFFFF7BBF82,00000000023B,00000121D180,00000124B205,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
197,0000665CDC1A,FFFAB6C9E50E,000012C3268F,FFFFFE27841E,FFFFFF108CF8,000005816052,FFFFF819D9B4,FFFFFF7ACA3B,00000000005C,00000121CCBD,00000124C37B,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
198,000065198D00,FFFAAB272696,0000130452C0,FFFFFE26817F,FFFFFF0506C4,000005996AC3,FFFFF85C8C49,FFFFFF7BCFAB,000000000370,00000121C8C5,00000124D3EA,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
199,0000635F0BBE,FFFA9F8AD9F3,000013454410,FFFFFE23BD8E,FFFFFEF946D3,000005B0B755,FFFFF868420B,FFFFFF7C0646,00000000048E,00000121C517,00000124E4CA,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
200,0000625544AD,FFFA93A2F65E,0000138816EB,FFFFFE243469,FFFFFEEBC679,000005C873DB,FFFFF87F8E6C,FFFFFF7C6879,00000000061C,00000121C1A7,00000124F648,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
201,00006140D896,FFFA87F7F38D,000013CA87D4,FFFFFE23FBF9,FFFFFEDE5DDE,000005DE3F91,FFFFF89B4179,FFFFFF7CDB37,0000000007D1,00000121BE5E,000001250707,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
202,000060446500,FFFA7BA334EB,0000140F9DE7,FFFFFE249C39,FFFFFECF8269,000005F46C8D,FFFFF8BA6C15,FFFFFF7D5B0C,000000000995,00000121BB49,0000012517FB,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
203,00005F0A8B78,FFFA70C85BB8,0000144FEC35,FFFFFE22B861,FFFFFEC26EC6,00000606BE04,FFFFF8FA579D,FFFFFF7E55FD,000000000CA0,00000121B856,0000012529BE,000001000000,000001000000,000001000000,000001000000,00000121649A,000001000000,000001000000
204,00005CD20204,FFFA653E6F0B,000014919686,FFFFFE1DAE85,FFFFFEB438E2,0000061A14F0,FFFFF8E29176,FFFFFF7E0721,000000000C6B,00000121B576,000001253B1F,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
205,00005AFEA702,FFFA5A4DBC5B,000014D19458,FFFFFE1A0E87,FFFFFEA504C0,0000062CC484,FFFFF8974452,FFFFFF7CF676,000000000A3C,00000121B309,000001254B5E,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
206,000059CC71C4,FFFA4EFA8654,00001513A857,FFFFFE197755,FFFFFE93606B,0000063FF4BD,FFFFF8BBBA71,FFFFFF7D8A36,000000000C26,00000121B090,000001255AE3,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
207,00005877B468,FFFA43C397A3,0000155581CB,FFFFFE1803DD,FFFFFE813AFF,000006520DFB,FFFFF9449794,FFFFFF7F979B,0000000011EC,00000121AE2E,000001256B47,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
208,0000570D8176,FFFA389DF69A,000015973309,FFFFFE162C12,FFFFFE6E02E2,000006638910,FFFFF8E0376D,FFFFFF7E2884,000000000EC9,00000121ABB6,000001257B33,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
209,00005683A79D,FFFA2CB3F20E,000015DCA20B,FFFFFE18B6DB,FFFFFE5722E8,00000675B93B,FFFFF8521BCB,FFFFFF7C1C9D,000000000A03,00000121A942,000001258AC9,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
210,000054015111,FFFA2028E878,000016223121,FFFFFE132E58,FFFFFE3FD728,0000068743C9,FFFFF8B78B56,FFFFFF7DA4CE,000000000E7B,00000121A7AB,000001259EEA,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
211,000051921A3E,FFFA13362B07,00001668BAA9,FFFFFE0F40C4,FFFFFE23A0B9,00000699D0CA,FFFFF886A7CF,FFFFFF7CF7B1,000000000D65,00000121A527,00000125AC1E,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
212,00004E529805,FFFA03A4408B,000016B67A86,FFFFFE0B5B4A,FFFFFDFCDCC0,000006AF95C4,FFFFF7A96DB2,FFFFFF79C285,0000000005E0,00000121A335,00000125B935,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
213,00004A7E884F,FFF9F314C77D,0000170656E7,FFFFFE06A846,FFFFFDCAEBE8,000006C5D82C,FFFFF8330EC7,FFFFFF7BD347,000000000BDD,00000121A0A0,00000125C776,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
214,0000460DFAA8,FFF9E167DDAB,000017585A4B,FFFFFE01455D,FFFFFD84C4AD,000006DC837C,FFFFF80AEC72,FFFFFF7B4775,000000000B71,000001219D42,00000125D58E,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
215,000041F41487,FFF9CFEB6DAD,000017A99F36,FFFFFDFC97DA,FFFFFD11D592,000006F165EE,FFFFF81A2A9D,FFFFFF7B8BF6,000000000D16,000001219A06,00000125F1FB,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
216,00003D209541,FFF9BB9A56FC,000017F9F706,FFFFFDE39AAD,FFFFF92F3840,000007041054,FFFFF84ABCFF,FFFFFF7C4DE5,000000000FE6,0000012195F9,0000012CEA0C,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
217,000038902906,FFF9AA6A6792,00001842D6D1,FFFFFDDD9071,FFFFF9ECB153,0000070CF8F4,FFFFF85C7518,FFFFFF7C9BB2,000000001179,000001218BD4,000001261C37,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
218,000033EC407D,FFF99833EF09,0000188F0733,FFFFFDD41D4B,FFFFF9E964B6,00000719F63E,FFFFF89786CF,FFFFFF7D851D,0000000014D7,00000121870D,00000125155F,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
219,00002F8A33F9,FFF985D7B9F1,000018DA525A,FFFFFDD23F29,FFFFFA0F8593,00000727216C,FFFFF8538FD9,FFFFFF7C908B,00000000133F,000001218705,00000124DDC1,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
220,00002BECC5ED,FFF974A936DC,000019246DAE,FFFFFDD06AB6,FFFFFA2D5190,00000733E5C0,FFFFF8802614,FFFFFF7D4371,0000000015F9,0000012186CB,00000124E08F,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
221,0000267B23E2,FFF9634F7CE1,0000196A92EB,FFFFFDC9AE05,FFFFFA4F9FFA,000007410F52,FFFFF85583E6,FFFFFF7CAE58,000000001553,000001218784,00000124ED16,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
222,0000224F102E,FFF952C0E5E0,000019B065B2,FFFFFDC8676F,FFFFFA720D75,0000074E5F75,FFFFF896E3F8,FFFFFF7DAF7A,0000000018D6,000001218788,00000124E33A,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
223,00001D313C6E,FFF94187908A,000019F5FEDE,FFFFFDC63FE8,FFFFFA985C04,0000075C8251,FFFFF8B590F5,FFFFFF7E2E27,000000001AEF,0000012187BE,00000124EE8E,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
224,000018CC3305,FFF930E5AC84,00001A3B8B2B,FFFFFDC6BDFF,FFFFFABF8E0A,0000076AA884,FFFFF83A22F6,FFFFFF7C68F7,00000000175F,000001218871,00000124F9E9,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
225,000015C02946,FFF92346A8A3,00001A7CC8A6,FFFFFDC4729C,FFFFFAE110D3,000007766E7B,FFFFF8A6E16B,FFFFFF7E0D11,000000001C52,000001218959,0000012511DC,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
226,000012A110DF,FFF918A30F0D,00001AB5BE23,FFFFFDBAA566,FFFFFAFD8E2F,0000077FDCDE,FFFFF8572070,FFFFFF7CEBEA,0000000019FA,000001218A56,000001251D07,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
227,00000F6E67EB,FFF90E934BE8,00001AEBD7A7,FFFFFDB15D20,FFFFFB1B7339,0000078964F1,FFFFF8A12654,FFFFFF7E0D42,000000001D4C,000001218A08,00000124FC51,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
228,00000CB9DD08,FFF905F0360C,00001B1ED4A3,FFFFFDA78AE6,FFFFFB378477,0000079207EA,FFFFF8A86B61,FFFFFF7E335C,000000001E27,000001218898,00000124D4BA,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
229,00000AB57B74,FFF8FEC09F35,00001B4F5A7D,FFFFFD9D6E2E,FFFFFB50F112,000007999BD0,FFFFF935C837,FFFFFF8051D4,0000000023EB,0000012186EA,00000124A71E,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
230,0000081EBC5C,FFF8F798194D,00001B7D70AA,FFFFFD92F5D9,FFFFFB6D21AC,000007A19782,FFFFF8D23849,FFFFFF7EE60B,0000000020A5,000001218577,000001247497,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
231,00000604F5B2,FFF8F04E7D8A,00001BAC68F9,FFFFFD8CA247,FFFFFB8CA659,000007AA3F45,FFFFF887AEA8,FFFFFF7DD860,000000001E49,00000121834D,000001243E06,000001000000,000001000000,000001000000,000001000000,00000121649A,000001000000,000001000000
232,000003D2DC22,FFF8E88AB06F,00001BDBCA9B,FFFFFD8923BD,FFFFFBB1E887,000007B3EC5F,FFFFF877460A,FFFFFF7DA57C,000000001E2A,000001218233,000001241EB0,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
233,0000015F2D81,FFF8E1566AF7,00001C091BFC,FFFFFD83D5DB,FFFFFBD8FF49,000007BD3EB2,FFFFF85345E9,FFFFFF7D28E2,000000001D47,000001218195,0000012413D0,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
234,00000005C1CF,FFF8DA27758C,00001C396635,FFFFFD83C036,FFFFFC054DAC,000007C71018,FFFFF8A2FB54,FFFFFF7E5F6C,0000000020C2,0000012180FC,0000012402CC,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
235,FFFFFDD13BB1,FFF8D285D780,00001C684E6A,FFFFFD8368FF,FFFFFC3D8648,000007D1E65C,FFFFF7F73C1A,FFFFFF7BE43C,000000001AC9,000001218167,000001241215,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
236,FFFFFAA53C9D,FFF8CC09F897,00001C920C29,FFFFFD7C69AF,FFFFFC7C4E80,000007DB854E,FFFFF7BE39AB,FFFFFF7B18AB,000000001916,000001218279,000001243049,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
237,FFFFF874CE87,FFF8C4BB2A17,00001CBFD95C,FFFFFD7ED4AE,FFFFFCE8039E,000007E76EEF,FFFFF7964D26,FFFFFF7A8D64,00000000180F,0000012182D8,000001244FDD,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
238,FFFFF5B2E561,FFF8BB2D1E2D,00001CECA3E7,FFFFFD8AC75F,FFFFFF66C5D4,000007F4C7AD,FFFFF833F1EE,FFFFFF7CE916,000000001E3E,00000121844B,0000013232EC,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
239,FFFFF382AAF9,FFF8B30FBC11,00001D1FAB64,FFFFFD89C004,FFFFFEE28877,00000841AA6E,FFFFF8DB1CFC,FFFFFF7F68CC,000000002511,000001221243,0000012763D8,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
240,FFFFEFE88428,FFF8A965BE5B,00001D50FAAF,FFFFFD923A56,FFFFFECF7B7C,0000086430BC,FFFFF8965ABE,FFFFFF7E7123,000000002310,00000121DC93,000001274566,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
241,FFFFEC4DE1E6,FFF89DC3A152,00001D898806,FFFFFD9C3F56,FFFFFE965F4E,000008964D48,FFFFF85CB30F,FFFFFF7DA360,00000000219B,00000121C383,000001272145,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
242,FFFFE8A2BEE9,FFF892827AFC,00001DC32A08,FFFFFDA44389,FFFFFE601B2D,000008BAFF1B,FFFFF8462D70,FFFFFF7D59A7,000000002153,00000121BE7E,000001271550,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
243,FFFFE4D96C84,FFF8869B70CC,00001DFFD1CD,FFFFFDAC310B,FFFFFE1F295C,000008DCCBEE,FFFFF894F80D,FFFFFF7E8D40,0000000024FE,00000121B65B,00000127152D,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
244,FFFFE01A9AD4,FFF87A5A221D,00001E3C9258,FFFFFDAE7C13,FFFFFDD1015D,000008F9E4D7,FFFFF7FE62C5,FFFFFF7C6207,00000000200F,00000121B215,0000012729CE,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
245,FFFFDBCEDBF9,FFF86E46CB87,00001E7AA1AA,FFFFFDB128C5,FFFFFD674951,00000912856D,FFFFF8022CEA,FFFFFF7C7B7C,0000000020F0,00000121AC21,000001273ABC,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
246,FFFFD76E6053,FFF862C2B30A,00001EB78074,FFFFFDADB562,FFFFFC9AD322,00000925BFA2,FFFFF840F534,FFFFFF7D72CF,0000000023F5,00000121A5C2,00000127FA93,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
247,FFFFD2FDBEE4,FFF856859C2D,00001EF5BCE1,FFFFFDB6107B,FFFFFDBC9C33,00000935D788,FFFFF83579E3,FFFFFF7D52BE,000000002439,000001219DD0,00000126EC07,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
248,FFFFCF804346,FFF849A41D87,00001F3A5839,FFFFFDB9627B,FFFFFCF83196,000009507CC0,FFFFF809926C,FFFFFF7CB8E5,000000002348,00000121A790,000001277FA1,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
249,FFFFCB118230,FFF833B81493,00001F6C3DCD,FFFFFDC478C8,000002DDE4E5,00000958431E,FFFFF8326CE3,FFFFFF7D5D35,000000002517,00000121A6DD,0000017E75B6,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
250,FFFFC5F0E6DE,FFF829B47340,00001FA5974D,FFFFFDCB5E78,000000F97045,0000094C8400,FFFFF6F0A32F,FFFFFF78ADDA,00000000199A,00000121A6B1,000001388FAC,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
251,FFFFC1B4E9C4,FFF81FF49472,00001FE415B5,FFFFFDE480D4,0000012DBEBD,000009235288,FFFFF756378C,FFFFFF7A373F,000000001E0E,00000121FB24,00000128B8DC,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
252,FFFFBDBF3206,FFF814FC7DF9,0000202ACA52,FFFFFDF41293,000000FA6608,000009080236,FFFFF7171999,FFFFFF795525,000000001C59,00000121E531,000001267100,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
253,FFFFB920C360,FFF8096157DE,00002072C96A,FFFFFE01E9D1,000000E2905A,000008E4741F,FFFFF681D65B,FFFFFF772F28,000000001784,000001221AEA,000001268D22,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
254,FFFFB3975C01,FFF7FE21753E,000020B917A9,FFFFFE06D02C,000000CD62DF,000008C440E4,FFFFF6FAD4D3,FFFFFF7901CA,000000001CF7,0000012241AC,00000126EB54,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
255,FFFFAEC8BCE8,FFF7F28A54B7,0000210125DD,FFFFFE0EFBDE,000000B92668,000008A087E6,FFFFF797BE57,FFFFFF7B5B6B,0000000023A0,000001226A83,000001271AED,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
256,FFFFAAB4826E,FFF7E70C5ABE,0000214A1E8B,FFFFFE17A3FA,000000A748D4,0000087CB0B8,FFFFF77026CF,FFFFFF7AD1DF,0000000022CF,000001229A47,0000012758FD,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
257,FFFFA5B2BC7C,FFF7DB402082,00002192BF62,FFFFFE1AA1CF,00000098D539,000008580199,FFFFF7BB83C4,FFFFFF7BF8C2,00000000266A,00000122D482,00000127A458,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
258,FFFFA149603B,FFF7CF9F90AD,000021DAF8DA,FFFFFE1F8375,0000008AEDC0,0000083169AB,FFFFF8287E57,FFFFFF7D9E14,000000002B33,000001230D43,00000127C1A4,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
259,FFFF9CE7615D,FFF7C347C0C5,000022252E6D,FFFFFE24E8B7,0000007DBA8F,000008072A83,FFFFF8527E20,FFFFFF7E4772,000000002D9A,00000123501F,00000127ECA7,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
260,FFFF97D824E1,FFF7B7D1473E,0000226B4D82,FFFFFE23F6B8,0000007475E1,000007DF4B49,FFFFF88B3CD6,FFFFFF7F283C,00000000306D,00000123A256,000001281CD9,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
261,FFFF92A5D201,FFF7AA7B6ECC,000022B62880,FFFFFE26EDD1,00000068A71F,000007AB822C,FFFFF85CF809,FFFFFF7E85A5,000000002FBE,00000123E4EA,000001281C17,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
262,FFFF8B94D878,FFF79C6A627C,000023005E1A,FFFFFE236E24,0000005FD55A,00000771FFBA,FFFFF802799E,FFFFFF7D3CE6,000000002D57,000001244978,000001282EBB,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
263,FFFF845B9F7D,FFF78A439EC0,00002355A08F,FFFFFE299340,000000512414,0000071A2F37,FFFFF72D8F32,FFFFFF7A27ED,00000000265C,000001249D50,000001280C0D,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
264,FFFF7C8E6EEC,FFF77794572D,000023AB0DAD,FFFFFE2C377F,000000460D4B,000006B98009,FFFFF722DDD8,FFFFFF7A0B8B,000000002704,00000125648A,00000128257C,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
265,FFFF739E6E05,FFF762FABA43,0000240382DD,FFFFFE2EA495,0000003C2600,0000064235AD,FFFFF6E4D231,FFFFFF792E1C,0000000025D8,00000126376A,0000012837A9,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
266,FFFF6B8CA815,FFF74DA33D1E,0000245D0BBC,FFFFFE359D3F,00000032B92D,000005B6A025,FFFFF7D3DC6F,FFFFFF7CBD35,00000000300E,000001270BFF,000001284927,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
267,FFFF61AD063D,FFF737F6CB76,000024B39CC8,FFFFFE313128,0000002F0934,00000524CF60,FFFFF793A110,FFFFFF7BD7CF,000000002EEE,00000128097A,000001289192,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
268,FFFF589D381B,FFF72266EF23,000025064C0E,FFFFFE34F9EF,0000002B1AAC,000004784955,FFFFF7863CDD,FFFFFF7BB185,000000002FAE,00000127D48E,000001289FBF,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
269,FFFF4FE69464,FFF70CFA425D,00002555B3E3,FFFFFE349428,0000002A9564,000003CE4429,FFFFF7A5475B,FFFFFF7C3242,000000003213,000001274D39,00000129103F,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
270,FFFF47D8A6D2,FFF6F7682D91,000025A1BA7F,FFFFFE344A8F,0000002BAC7E,0000031FF2EE,FFFFF78A281C,FFFFFF7BD870,000000003235,00000126060B,000001299325,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
271,FFFF3EAD72FA,FFF6E11FA6B2,000025EA586C,FFFFFE2B1934,000000310FF0,000002731D36,FFFFF8118497,FFFFFF7DE1E5,0000000038CF,0000012495F3,0000012A3707,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
272,FFFF371DDB97,FFF6CB799238,0000262CE06D,FFFFFE28EE2A,00000037296F,000001C3FFCA,FFFFF791B826,FFFFFF7C0D26,00000000356B,000001233762,0000012AA85A,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
273,FFFF306DA2A6,FFF6BA5981CA,0000265EC598,FFFFFE1EABC3,0000003FC447,0000014A0587,FFFFF78BBDA5,FFFFFF7C02B2,00000000364F,000001226519,0000012B6699,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
274,FFFF2A7C4913,FFF6AC039659,00002685324B,FFFFFE156F17,000000491089,000000E3AA5B,FFFFF7317C2F,FFFFFF7ABB12,0000000033E2,000001220656,0000012BAF76,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
275,FFFF25C5CC73,FFF69EF81E2C,000026A64E2F,FFFFFE11615A,000000521C42,00000089F34C,FFFFF6C29D7D,FFFFFF7925D3,000000003093,00000121DE11,0000012BD684,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
276,FFFF2127EE24,FFF69301BABD,000026C25040,FFFFFE0C2580,0000005BFDBE,0000003E9772,FFFFF6BD74D7,FFFFFF791E44,000000003131,00000121CF8A,0000012C12AF,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
277,FFFF1C60591D,FFF687E492F6,000026D989E7,FFFFFE04C450,00000066CACF,FFFFFFFCB2C8,FFFFF6EF813C,FFFFFF79E63F,0000000033D8,00000121CB6F,0000012C2A88,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
278,FFFF1803EC1A,FFF67D7474EE,000026ED6E17,FFFFFDFF9B15,00000071DBEC,FFFFFFC15C92,FFFFF6EB6C8D,FFFFFF79E295,00000000345F,00000121CAA1,0000012C2D5A,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
279,FFFF137FC7CC,FFF672863055,00002700C330,FFFFFDFC324F,0000007E4A90,FFFFFF86AB0F,FFFFF6D0B1E9,FFFFFF7989C5,000000003410,00000121C9D1,0000012C2CE7,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
280,FFFF0F386BF8,FFF6684CAC8C,000027110B52,FFFFFDF8B303,0000008ACC40,FFFFFF540FC6,FFFFF67DD05D,FFFFFF785DB5,000000003191,00000121CBBD,0000012C2D57,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
281,FFFF0B1C8A05,FFF65D9435EC,000027219645,FFFFFDF864EA,000000984F38,FFFFFF223BAC,FFFFF6C3665D,FFFFFF796F47,0000000034CC,00000121CD6E,0000012C33A7,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
282,FFFF073B443F,FFF654019FF6,0000272E8117,FFFFFDF6A6BA,000000A537C7,FFFFFEFA2531,FFFFF66CA1A8,FFFFFF78349A,000000003230,00000121CFF5,0000012C4743,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
283,FFFF0223CF06,FFF64A5D5C87,00002738A9C7,FFFFFDEDC720,000000B45DE8,FFFFFED428D2,FFFFF706C9FC,FFFFFF7A8436,000000003894,00000121D167,0000012C47B2,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
284,FFFEFE8A885B,FFF6401F3EE2,000027452032,FFFFFDF2D384,000000C3403B,FFFFFEAC1A3E,FFFFF72ADA7E,FFFFFF7B1792,000000003A93,00000121CE89,0000012C06B3,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
285,FFFEF9272C2C,FFF636D2A874,0000274C34D0,FFFFFDE82AA8,000000D39D38,FFFFFE8CA321,FFFFF6B3B835,FFFFFF79632F,0000000036B2,00000121CF5E,0000012C33E3,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
286,FFFEF4CD0A5F,FFF62C18F948,0000275697FB,FFFFFDEB75F2,000000E583E6,FFFFFE671D6A,FFFFF6D1F88B,FFFFFF79E0BF,000000003878,00000121CFD8,0000012BE719,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
287,FFFEF0F273AE,FFF622782754,0000275F0CD1,FFFFFDEDC62C,000000F5ABD4,FFFFFE49C775,FFFFF6BC41FF,FFFFFF799AD1,000000003837,00000121CE3D,0000012BFA8D,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
288,FFFEED2319E7,FFF61AAD26A9,000027624B3D,FFFFFDEB80FA,00000103E6F7,FFFFFE3428A4,FFFFF7113820,FFFFFF7AE619,000000003BF4,00000121CEE7,0000012C188B,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
289,FFFEE926F825,FFF6139E34B3,000027629BB5,FFFFFDE6D5C1,00000111D56B,FFFFFE215343,FFFFF7A5B85D,FFFFFF7D2044,000000004209,00000121CF6F,0000012C09B4,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
290,FFFEE58AC6ED,FFF60CEA8C2C,00002761E1BA,FFFFFDE49BD7,0000011F577E,FFFFFE0FCA95,FFFFF6DB1649,FFFFFF7A31AC,000000003ADE,00000121CEC4,0000012BE1BB,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
291,FFFEE1EB8377,FFF605457D2A,000027632673,FFFFFDE58FFF,0000012E8F9D,FFFFFDFC489A,FFFFF7116513,FFFFFF7B0993,000000003D74,00000121CD75,0000012BC548,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
